,words,letter,diversity,ranking
1805,fobia,fbiao,1.0,0.40998953974895397
1908,galop,gplao,1.0,0.4099372384937239
2984,nariz,zrina,1.0,0.4098326359832636
4255,tesla,eslat,1.0,0.40972803347280334
3987,setal,eslat,1.0,0.40972803347280334
4524,vacuo,vcuao,1.0,0.40972803347280334
511,azimo,zmiao,1.0,0.4095188284518828
3208,pafio,fpiao,1.0,0.40930962343096233
4149,tajon,jnato,1.0,0.40930962343096233
2015,greba,ebgra,1.0,0.40930962343096233
755,brega,ebgra,1.0,0.40930962343096233
533,bagre,ebgra,1.0,0.40930962343096233
944,cariz,zrcia,1.0,0.4092050209205021
3785,rogar,grao,0.8,0.409152719665272
1988,gorga,grao,0.8,0.409152719665272
162,agora,rgao,0.8,0.409152719665272
167,agror,rgao,0.8,0.409152719665272
2037,groar,grao,0.8,0.409152719665272
1990,gorra,grao,0.8,0.409152719665272
1846,fresa,efsra,1.0,0.4091004184100418
1841,frase,efsra,1.0,0.4091004184100418
2269,invar,vrina,1.0,0.4090481171548117
4605,vinar,vrina,1.0,0.4090481171548117
2574,llano,naol,0.8,0.4089958158995816
210,alano,naol,0.8,0.4089958158995816
1318,coyan,ycnao,1.0,0.40894351464435147
4215,tazon,znato,1.0,0.40873430962343094
4411,trino,rinto,1.0,0.4086297071129707
3325,pegar,egrpa,1.0,0.4086297071129707
4300,tiron,rinto,1.0,0.4086297071129707
3042,nitro,rinto,1.0,0.4086297071129707
3041,nitor,rinto,1.0,0.4086297071129707
3759,riton,rinto,1.0,0.4086297071129707
655,bijao,bjiao,1.0,0.4085774058577406
544,bajio,bjiao,1.0,0.4085774058577406
838,cable,ebcla,1.0,0.40852510460251046
3246,panel,eplna,1.0,0.4084728033472803
3456,plena,eplna,1.0,0.4084728033472803
3339,penal,eplna,1.0,0.4084728033472803
956,carvi,vrcia,1.0,0.4084205020920502
4046,solaz,szlao,1.0,0.40842050209205016
1186,claco,acol,0.8,0.40836820083682007
200,alaco,acol,0.8,0.40836820083682007
1211,cocal,acol,0.8,0.40836820083682007
1242,colla,acol,0.8,0.40836820083682007
2586,local,acol,0.8,0.40836820083682007
879,callo,acol,0.8,0.40836820083682007
871,calco,acol,0.8,0.40836820083682007
867,calao,acol,0.8,0.40836820083682007
4100,suero,esruo,1.0,0.4083158995815899
2201,hoyar,yrhao,1.0,0.40815899581589954
4509,usado,sduao,1.0,0.40815899581589954
920,capel,epcla,1.0,0.4078451882845188
3455,pleca,epcla,1.0,0.4078451882845188
393,arena,erna,0.8,0.40768828451882844
319,anear,erna,0.8,0.40768828451882844
3908,salvo,vslao,1.0,0.4076359832635983
1563,dular,rldua,1.0,0.4074267782426778
2481,lejia,eljia,1.0,0.4074267782426778
4491,uncia,ciuna,1.0,0.4072698744769875
1376,cuina,ciuna,1.0,0.4072698744769875
2495,lerdo,erdlo,1.0,0.4071652719665272
1520,doler,erldo,1.0,0.4071652719665272
3790,rolde,erdlo,1.0,0.4071652719665272
3684,redol,erldo,1.0,0.4071652719665272
936,carea,erac,0.8,0.40706066945606695
1323,crear,erca,0.8,0.40706066945606695
392,areca,erac,0.8,0.40706066945606695
381,arcea,erac,0.8,0.40706066945606695
98,acere,erac,0.8,0.40706066945606695
1046,cerra,erca,0.8,0.40706066945606695
1035,cerca,erca,0.8,0.40706066945606695
97,acera,erac,0.8,0.40706066945606695
2997,necio,ecino,1.0,0.4070083682008368
1159,cieno,ecino,1.0,0.4070083682008368
1233,coine,ecino,1.0,0.4070083682008368
3144,onice,ecino,1.0,0.4070083682008368
2768,menor,ermno,1.0,0.40685146443514647
3996,sidra,srdia,1.0,0.40685146443514647
2867,monda,mdnao,1.0,0.4066945606694561
2690,mando,mdnao,1.0,0.4066945606694561
2064,guaso,sguao,1.0,0.40664225941422594
2221,huira,rhiua,1.0,0.4064853556485356
4573,veras,evsra,1.0,0.40632845188284517
2161,hiero,erhio,1.0,0.4062238493723849
1253,comer,ercmo,1.0,0.4062238493723849
4435,trusa,sruat,1.0,0.4061715481171548
4469,tusar,sruat,1.0,0.4061715481171548
451,astur,sruat,1.0,0.4061715481171548
2526,lieva,evlia,1.0,0.40606694560669454
2088,gular,grlua,1.0,0.4059100418410042
2620,lugar,grlua,1.0,0.4059100418410042
1649,estro,esrto,1.0,0.40591004184100415
4355,tores,esrto,1.0,0.40591004184100415
4252,terso,esrto,1.0,0.40591004184100415
4372,toser,esrto,1.0,0.40591004184100415
3722,resto,esrto,1.0,0.40591004184100415
1647,estor,esrto,1.0,0.40591004184100415
518,babeo,ebao,0.8,0.40585774058577406
2020,grelo,egrlo,1.0,0.40564853556485353
1655,etilo,elito,1.0,0.40564853556485353
1434,dalgo,gldao,1.0,0.40549163179916314
1516,dogal,gldao,1.0,0.40549163179916314
2033,grisa,sgria,1.0,0.4053347280334728
2996,nebro,ebrno,1.0,0.4053347280334728
636,beron,ebrno,1.0,0.4053347280334728
727,borne,ebrno,1.0,0.4053347280334728
4022,sirga,sgria,1.0,0.4053347280334728
1878,furia,friua,1.0,0.40528242677824267
568,bando,bdnao,1.0,0.4051778242677824
2870,monga,gmnao,1.0,0.4051778242677824
2694,mango,gmnao,1.0,0.4051778242677824
1912,gamon,gmnao,1.0,0.4051778242677824
2663,magno,gmnao,1.0,0.4051778242677824
3894,salin,slina,1.0,0.40517782426778237
2275,islan,slina,1.0,0.40517782426778237
3593,quera,erqua,1.0,0.40512552301255234
3649,raque,erqua,1.0,0.40512552301255234
1759,fiero,efrio,1.0,0.40502092050209204
3545,pruna,rpuna,1.0,0.4049163179916318
3570,punar,rpuna,1.0,0.4049163179916318
1171,cinta,cinat,1.0,0.40486401673640166
4287,tinca,cinat,1.0,0.40486401673640166
1752,fiado,fdiao,1.0,0.40486401673640166
972,catin,cinat,1.0,0.40486401673640166
1004,cebro,ebrco,1.0,0.40470711297071127
1283,corbe,ebrco,1.0,0.40470711297071127
1209,cobre,ebrco,1.0,0.40470711297071127
3353,perno,erpno,1.0,0.4046548117154812
3495,poner,erpno,1.0,0.4046548117154812
3939,sauce,escua,1.0,0.40455020920502094
3951,secua,escua,1.0,0.40455020920502094
4476,ucase,escua,1.0,0.40455020920502094
123,acuse,escua,1.0,0.40455020920502094
3245,pando,pdnao,1.0,0.4044979079497908
1837,fovea,efvao,1.0,0.4043410041841004
1938,gasto,sgato,1.0,0.40423640167364017
1713,fatuo,fuato,1.0,0.40418410041841
1497,dieta,ediat,1.0,0.40418410041841
2018,greda,egrda,1.0,0.40418410041841
474,atufo,fuato,1.0,0.40418410041841
2910,muela,emlua,1.0,0.4041317991631799
4483,ulema,emlua,1.0,0.4041317991631799
2177,hitar,rhiat,1.0,0.4040794979079498
316,andel,eldna,1.0,0.4040271966527197
3873,sacho,schao,1.0,0.4040271966527197
2432,lande,edlna,1.0,0.4040271966527197
715,bonga,bgnao,1.0,0.40366108786610877
1018,celda,ecdla,1.0,0.40339958158995814
2257,impar,rpmia,1.0,0.4032949790794979
3529,prima,rpmia,1.0,0.4032949790794979
2159,hiena,ehina,1.0,0.4030857740585774
1628,erizo,ezrio,1.0,0.4030334728033473
504,ayuno,yunao,1.0,0.4030334728033473
3188,oveja,evjao,1.0,0.40292887029288704
1853,frita,friat,1.0,0.4028765690376569
2283,izado,zdiao,1.0,0.4028765690376569
4167,tambo,bmato,1.0,0.4028765690376569
3936,saten,esnat,1.0,0.40277196652719666
342,antes,esnat,1.0,0.40277196652719666
2321,jauto,juato,1.0,0.40277196652719666
627,belua,eblua,1.0,0.40261506276150627
4520,uviar,vriua,1.0,0.40251046025104603
324,angel,eglna,1.0,0.402510460251046
478,aullo,uaol,0.8,0.4024581589958159
2121,harem,ermha,1.0,0.4023012552301255
2149,herma,ermha,1.0,0.4023012552301255
3162,orive,evrio,1.0,0.4022489539748954
4612,vireo,evrio,1.0,0.4022489539748954
3950,secta,escat,1.0,0.4021443514644351
1050,cesta,escat,1.0,0.4021443514644351
491,avido,vdiao,1.0,0.402092050209205
3886,sajon,sjnao,1.0,0.4020397489539749
2966,naife,efina,1.0,0.40188284518828454
4076,sosia,iaos,0.8,0.40188284518828454
3091,oasis,iaos,0.8,0.40188284518828454
1899,galce,egcla,1.0,0.4018828451882845
1891,gacel,egcla,1.0,0.4018828451882845
2787,metal,emlat,1.0,0.4017259414225941
565,bance,ebcna,1.0,0.40156903765690377
2350,jitar,rjiat,1.0,0.40146443514644353
3947,sazon,sznao,1.0,0.4014644351464435
302,anaco,naco,0.8,0.4014121338912134
312,ancon,naco,0.8,0.4014121338912134
1202,coana,naco,0.8,0.4014121338912134
1258,conac,naco,0.8,0.4014121338912134
1259,conca,naco,0.8,0.4014121338912134
908,canoa,naco,0.8,0.4014121338912134
909,canon,naco,0.8,0.4014121338912134
1265,coona,naco,0.8,0.4014121338912134
3970,sepia,espia,1.0,0.4013598326359833
3364,pesia,espia,1.0,0.4013598326359833
1638,espia,espia,1.0,0.4013598326359833
2614,lucro,rcluo,1.0,0.4013075313807531
243,aliar,rali,0.8,0.40115062761506276
3746,rilar,rali,0.8,0.40115062761506276
2556,liria,rali,0.8,0.40115062761506276
2509,liara,rali,0.8,0.40115062761506276
1728,femar,efrma,1.0,0.4010983263598326
1666,extra,erxat,1.0,0.4009414225941422
3341,penca,epcna,1.0,0.40088912133891214
4415,triza,zriat,1.0,0.40088912133891214
4039,socaz,szcao,1.0,0.400836820083682
2096,haber,ebrha,1.0,0.4007845188284519
2133,hebra,ebrha,1.0,0.4007845188284519
3755,risco,srcio,1.0,0.40073221757322175
180,ahora,raho,0.8,0.4006276150627615
4488,umero,ermuo,1.0,0.40031380753138074
2819,mirlo,rmlio,1.0,0.40031380753138074
3154,orden,erdno,1.0,0.4002092050209205
599,batel,eblat,1.0,0.40020920502092044
4627,vitar,vriat,1.0,0.40010460251046026
4324,tolla,atol,0.8,0.4000523012552301
4373,total,atol,0.8,0.4000523012552301
4160,tallo,atol,0.8,0.4000523012552301
4551,vasco,vscao,1.0,0.4000523012552301
107,acije,ecjia,1.0,0.3998430962343096
1343,cruda,rcdua,1.0,0.3998430962343096
1401,curda,rcdua,1.0,0.3998430962343096
1463,decor,ercdo,1.0,0.399581589958159
1038,cerdo,ercdo,1.0,0.399581589958159
1009,cedro,ercdo,1.0,0.399581589958159
1324,credo,ercdo,1.0,0.399581589958159
616,befar,efbra,1.0,0.39958158995815896
3337,pelta,eplat,1.0,0.39952928870292886
1705,farro,frao,0.8,0.3994246861924686
154,aforo,frao,0.8,0.3994246861924686
4569,venia,evina,1.0,0.39911087866108785
4691,yesar,eysra,1.0,0.3990062761506276
4444,tuina,iunat,1.0,0.39895397489539747
4723,zalbo,zblao,1.0,0.3989016736401674
742,bozal,zblao,1.0,0.3989016736401674
668,birlo,brlio,1.0,0.39879707112970714
2518,libro,brlio,1.0,0.39879707112970714
764,briol,brlio,1.0,0.39879707112970714
818,bureo,ebruo,1.0,0.3987970711297071
3828,rubeo,ebruo,1.0,0.3987970711297071
4195,tarea,erat,0.8,0.398744769874477
3669,reata,etra,0.8,0.398744769874477
4261,tetra,erta,0.8,0.398744769874477
395,arete,erat,0.8,0.398744769874477
4381,traer,erta,0.8,0.398744769874477
4404,treta,erta,0.8,0.398744769874477
4259,tetar,erat,0.8,0.398744769874477
3724,retar,erta,0.8,0.398744769874477
457,atear,erat,0.8,0.398744769874477
3710,rengo,egrno,1.0,0.39869246861924684
2022,greno,egrno,1.0,0.39869246861924684
47,rengo,egrno,1.0,0.39869246861924684
3021,nieto,einto,1.0,0.39869246861924684
3001,negro,egrno,1.0,0.39869246861924684
2622,luisa,sliua,1.0,0.39864016736401675
2057,guamo,gmuao,1.0,0.39864016736401675
1443,dango,gdnao,1.0,0.39853556485355646
2251,ileso,eslio,1.0,0.3983786610878661
2276,isleo,eslio,1.0,0.3983786610878661
1354,cuati,ciuat,1.0,0.398326359832636
4438,tucia,ciuat,1.0,0.398326359832636
124,acuti,ciuat,1.0,0.398326359832636
1378,cuita,ciuat,1.0,0.398326359832636
3453,plazo,zplao,1.0,0.39822175732217574
3519,pozal,zplao,1.0,0.39822175732217574
4464,turma,rmuat,1.0,0.3981694560669456
2943,mutar,rmuat,1.0,0.3981694560669456
2936,murta,rmuat,1.0,0.3981694560669456
1392,cunal,cluna,1.0,0.3981694560669456
3486,polir,rplio,1.0,0.3981171548117155
678,blavo,vblao,1.0,0.3981171548117155
1654,etico,ecito,1.0,0.39806485355648535
1229,coger,egrco,1.0,0.39806485355648535
2017,greco,egrco,1.0,0.39806485355648535
2313,jarro,raoj,0.8,0.3980125523012552
349,aojar,raoj,0.8,0.3980125523012552
3547,puado,pduao,1.0,0.3979602510460251
2790,metro,ermto,1.0,0.39790794979079497
4248,termo,ermto,1.0,0.39790794979079497
4399,tremo,ermto,1.0,0.39790794979079497
4234,temor,ermto,1.0,0.39790794979079497
3039,nisca,scina,1.0,0.39759414225941425
4741,zebra,ezbra,1.0,0.3975941422594142
640,berza,ezbra,1.0,0.3975941422594142
645,bezar,ezbra,1.0,0.3975941422594142
2457,laude,edlua,1.0,0.39748953974895396
2332,jerpa,erpja,1.0,0.39748953974895396
1558,duela,eldua,1.0,0.39748953974895396
3823,rozar,zrao,0.8,0.3974372384937238
3168,orzar,zrao,0.8,0.3974372384937238
4740,zarzo,zrao,0.8,0.3974372384937238
426,arroz,zrao,0.8,0.3974372384937238
508,azaro,zrao,0.8,0.3974372384937238
513,azoro,zrao,0.8,0.3974372384937238
4759,zorra,zrao,0.8,0.3974372384937238
512,azoar,zrao,0.8,0.3974372384937238
763,brida,brdia,1.0,0.3973326359832636
2029,grima,grmia,1.0,0.3973326359832636
2801,migar,grmia,1.0,0.3973326359832636
2426,lamin,mlina,1.0,0.3971757322175732
3011,neuma,emuna,1.0,0.3971757322175732
2807,minal,mlina,1.0,0.3971757322175732
2802,milan,mlina,1.0,0.3971757322175732
2140,helor,erlho,1.0,0.3971234309623431
2049,guabo,bguao,1.0,0.3971234309623431
758,breva,evbra,1.0,0.3968096234309623
4575,verba,evbra,1.0,0.3968096234309623
780,bruta,bruat,1.0,0.396652719665272
4461,turba,bruat,1.0,0.396652719665272
485,avaro,ravo,0.8,0.39665271966527194
2667,mahon,mhnao,1.0,0.39665271966527194
352,aovar,ravo,0.8,0.39665271966527194
2909,mueca,ecmua,1.0,0.39654811715481175
1196,clima,cmlia,1.0,0.3965481171548117
2007,grant,grnat,1.0,0.3965481171548117
1440,dance,ecdna,1.0,0.39644351464435146
899,cande,ecdna,1.0,0.39644351464435146
2060,guapo,gpuao,1.0,0.39644351464435146
771,brote,ebrto,1.0,0.3963912133891213
4395,trebo,ebrto,1.0,0.3963912133891213
449,astil,sliat,1.0,0.3962343096234309
1660,etusa,esuat,1.0,0.3962343096234309
2561,lista,sliat,1.0,0.3962343096234309
1872,fular,frlua,1.0,0.39618200836820083
2646,macho,cmhao,1.0,0.39602510460251045
2841,mocha,cmhao,1.0,0.39602510460251045
2474,legua,eglua,1.0,0.39597280334728036
1953,gibar,bgria,1.0,0.39581589958158997
4364,torpe,erpto,1.0,0.3957112970711297
3507,porte,erpto,1.0,0.3957112970711297
2511,liban,blina,1.0,0.3956589958158996
569,banil,blina,1.0,0.3956589958158996
214,albin,blina,1.0,0.3956589958158996
793,buena,ebuna,1.0,0.3956589958158996
554,balin,blina,1.0,0.3956589958158996
3911,sambo,sbmao,1.0,0.39560669456066944
3881,safir,fsria,1.0,0.39560669456066944
1851,frisa,fsria,1.0,0.39560669456066944
281,ambos,sbmao,1.0,0.39560669456066944
3997,siega,esgia,1.0,0.39539748953974896
4213,taxon,xnato,1.0,0.39529288702928866
2030,gripa,grpia,1.0,0.39513598326359833
2100,habon,bhnao,1.0,0.39513598326359833
4154,taled,edlat,1.0,0.3950836820083682
1473,delta,eldat,1.0,0.3950836820083682
648,bical,bclia,1.0,0.3950313807531381
1150,cibal,bclia,1.0,0.3950313807531381
3248,panil,plina,1.0,0.39497907949790795
3402,pinal,plina,1.0,0.39497907949790795
3510,posma,spmao,1.0,0.3949267782426778
3290,pasmo,spmao,1.0,0.3949267782426778
1349,cuaco,uaco,0.8,0.3948744769874477
2772,menta,emnat,1.0,0.3947698744769874
2623,lujar,rljua,1.0,0.3947698744769874
1710,fasto,fsato,1.0,0.3945083682008368
3702,reloj,erljo,1.0,0.3945083682008368
687,bocha,bchao,1.0,0.3945083682008368
1112,choba,bchao,1.0,0.3945083682008368
1839,frade,efrda,1.0,0.3944560669456067
2760,melsa,esmla,1.0,0.3944560669456067
2297,jaldo,dljao,1.0,0.39435146443514646
3377,pical,pclia,1.0,0.39435146443514646
3461,plica,pclia,1.0,0.39435146443514646
3396,pilca,pclia,1.0,0.39435146443514646
1810,folga,fglao,1.0,0.39424686192468616
1977,golfa,fglao,1.0,0.39424686192468616
2271,irani,nrai,0.8,0.3941945606694561
3013,niara,rnai,0.8,0.3941945606694561
2306,jamon,mjnao,1.0,0.3940376569037657
2873,monja,mjnao,1.0,0.3940376569037657
2141,henal,elhna,1.0,0.39398535564853554
2865,momia,aomi,0.8,0.3938807531380753
2815,mioma,aomi,0.8,0.3938807531380753
3204,pacho,pchao,1.0,0.3938284518828452
3466,pocha,pchao,1.0,0.3938284518828452
1118,chopa,pchao,1.0,0.3938284518828452
1070,chapo,pchao,1.0,0.3938284518828452
3781,rodil,rldio,1.0,0.3936715481171548
3841,ruedo,erduo,1.0,0.39367154811715477
3738,ricia,arci,0.8,0.39356694560669453
1331,criar,arci,0.8,0.39356694560669453
942,caria,raci,0.8,0.39356694560669453
105,aciar,raci,0.8,0.39356694560669453
1173,circa,arci,0.8,0.39356694560669453
1334,crica,arci,0.8,0.39356694560669453
3797,romin,rmino,1.0,0.39335774058577405
2820,miron,rmino,1.0,0.39335774058577405
3946,sayon,ysnao,1.0,0.39335774058577405
1063,chale,eclha,1.0,0.393357740585774
2466,lecha,eclha,1.0,0.393357740585774
2,anton,nato,0.8,0.3930962343096234
466,atona,nato,0.8,0.3930962343096234
467,atono,nato,0.8,0.3930962343096234
4178,tanto,nato,0.8,0.3930962343096234
1468,dejar,erdja,1.0,0.3930439330543933
2323,jedar,erdja,1.0,0.3930439330543933
3869,sable,esbla,1.0,0.39293933054393304
4619,visar,vsria,1.0,0.3928347280334728
262,alosa,aols,0.8,0.3927824267782427
2584,llosa,aols,0.8,0.3927824267782427
4053,solla,aols,0.8,0.3927824267782427
3899,salol,aols,0.8,0.3927824267782427
3903,salso,aols,0.8,0.3927824267782427
4074,sosal,aols,0.8,0.3927824267782427
1730,fenal,eflna,1.0,0.39278242677824265
2798,micro,rcmio,1.0,0.39273012552301256
3128,okapi,pkiao,1.0,0.39262552301255227
2286,jabon,bjnao,1.0,0.39252092050209203
571,banjo,bjnao,1.0,0.39252092050209203
545,bajon,bjnao,1.0,0.39252092050209203
93,acato,taco,0.8,0.39246861924686194
4133,tacto,cato,0.8,0.39246861924686194
850,cacto,taco,0.8,0.39246861924686194
4301,tirso,srito,1.0,0.3924163179916318
3892,salep,espla,1.0,0.3922594142259414
264,alpes,espla,1.0,0.3922594142259414
150,afijo,fjiao,1.0,0.3922071129707113
3822,rouge,egruo,1.0,0.39215481171548117
1683,falce,efcla,1.0,0.39215481171548117
3842,ruego,egruo,1.0,0.39215481171548117
2071,guero,egruo,1.0,0.39215481171548117
1719,fecal,efcla,1.0,0.39215481171548117
2052,guado,gduao,1.0,0.3919979079497908
171,agudo,gduao,1.0,0.3919979079497908
574,banzo,zbnao,1.0,0.3919456066945607
3767,robin,brino,1.0,0.39184100418410045
728,borni,brino,1.0,0.39184100418410045
2307,japon,pjnao,1.0,0.3918410041841004
26,japon,pjnao,1.0,0.3918410041841004
3222,pajon,pjnao,1.0,0.3918410041841004
4552,vasto,vsato,1.0,0.39173640167364016
4512,usina,siuna,1.0,0.39168410041841006
4555,vedar,evrda,1.0,0.39168410041841006
4710,zafio,fziao,1.0,0.3916317991631799
2331,jerga,egrja,1.0,0.3915271966527196
438,asear,eras,0.8,0.3914748953974896
4532,valgo,vglao,1.0,0.39147489539748953
1333,cribo,brcio,1.0,0.39121338912133896
225,aleli,eali,0.8,0.3912133891213389
2478,leila,eali,0.8,0.3912133891213389
3424,piron,rpino,1.0,0.3911610878661088
3531,prion,rpino,1.0,0.3911610878661088
1352,cuasi,sciua,1.0,0.3910564853556485
2938,musar,srmua,1.0,0.3908995815899582
4110,sumar,srmua,1.0,0.3908995815899582
1049,cesio,escio,1.0,0.3907949790794979
740,boyal,yblao,1.0,0.3907949790794979
3960,seico,escio,1.0,0.3907949790794979
2506,lezna,ezlna,1.0,0.3907949790794979
863,cajel,eclja,1.0,0.39074267782426775
2024,grida,grdia,1.0,0.39069037656903766
3711,renil,erlin,1.0,0.39069037656903766
2626,lumia,mliua,1.0,0.39063807531380756
2891,morse,esrmo,1.0,0.3906380753138075
40,morse,esrmo,1.0,0.3906380753138075
3018,nidal,ldina,1.0,0.39053347280334727
3422,pirco,rpcio,1.0,0.39053347280334727
1560,duena,eduna,1.0,0.39053347280334727
3386,picor,rpcio,1.0,0.39053347280334727
3024,nilad,dlina,1.0,0.39053347280334727
3309,pavon,vpnao,1.0,0.3904811715481171
4578,verga,evgra,1.0,0.3901673640167364
2014,grave,evgra,1.0,0.3901673640167364
3451,playo,yplao,1.0,0.39011506276150626
3517,poyal,yplao,1.0,0.39011506276150626
4565,venal,evlna,1.0,0.390010460251046
2183,honda,dhnao,1.0,0.390010460251046
2047,gruta,gruat,1.0,0.390010460251046
4450,tunal,lunat,1.0,0.38985355648535563
4232,telon,elnto,1.0,0.389592050209205
4336,tonel,elnto,1.0,0.389592050209205
2500,leton,elnto,1.0,0.389592050209205
2491,lento,elnto,1.0,0.389592050209205
1089,chero,ercho,1.0,0.3895397489539749
4681,yerba,eybra,1.0,0.38948744769874477
3124,ojiva,vjiao,1.0,0.3894351464435146
1192,clave,evcla,1.0,0.38938284518828453
3165,oroya,yrao,0.8,0.3893305439330544
500,ayora,ryao,0.8,0.3893305439330544
3937,satin,sinat,1.0,0.38927824267782424
1875,funar,fruna,1.0,0.38922594142259415
4038,sobre,esbro,1.0,0.3891213389121339
3973,serbo,esbro,1.0,0.3891213389121339
1916,ganil,glina,1.0,0.38901673640167367
2070,guena,eguna,1.0,0.3890167364016736
1845,freon,efrno,1.0,0.3889644351464435
1844,freno,efrno,1.0,0.3889644351464435
4221,tecol,eclto,1.0,0.38896443514644347
2745,media,emdia,1.0,0.3889121338912134
625,belio,eblio,1.0,0.3888598326359832
3115,oible,eblio,1.0,0.3888598326359832
2175,hirma,rmhia,1.0,0.38880753138075314
1817,fonda,fdnao,1.0,0.38880753138075314
4114,supra,srpua,1.0,0.3887029288702929
1182,cista,sciat,1.0,0.38865062761506275
1860,fucar,frcua,1.0,0.3885983263598326
3527,preso,esrpo,1.0,0.38844142259414227
2632,lupia,pliua,1.0,0.38844142259414227
3366,pesor,esrpo,1.0,0.38844142259414227
856,cague,egcua,1.0,0.3883891213389121
1012,cegua,egcua,1.0,0.3883891213389121
1228,cofre,efrco,1.0,0.388336820083682
4280,tilma,mliat,1.0,0.38823221757322174
4168,tamil,mliat,1.0,0.38823221757322174
3397,pileo,eplio,1.0,0.38817991631799165
1445,dante,ednat,1.0,0.38812761506276144
524,bacin,bcina,1.0,0.38807531380753135
1895,gacho,gchao,1.0,0.3878661087866109
1972,gocha,gchao,1.0,0.3878661087866109
3952,sedal,eslda,1.0,0.3878138075313808
427,arrui,raui,0.8,0.38765690376569034
1776,firma,frmia,1.0,0.38760460251046025
3698,rejon,erjno,1.0,0.3875523012552301
2692,manes,esmna,1.0,0.38749999999999996
923,capin,pcina,1.0,0.3873953974895398
1695,fango,fgnao,1.0,0.3872907949790795
1489,diado,aodi,0.8,0.3872384937238494
3735,rezno,ezrno,1.0,0.38697698744769876
3736,rezon,ezrno,1.0,0.38697698744769876
4754,zonda,zdnao,1.0,0.3868200836820084
505,ayuso,ysuao,1.0,0.3868200836820084
1542,drino,rdino,1.0,0.38671548117154814
1347,cruza,zrcua,1.0,0.3866108786610879
2171,hipar,rphia,1.0,0.3866108786610879
1923,gante,egnat,1.0,0.38661087866108784
1066,chane,echna,1.0,0.3864016736401673
1902,gales,esgla,1.0,0.3862970711297071
1959,glase,esgla,1.0,0.3862970711297071
1753,fibra,fbria,1.0,0.3860878661087866
1154,cidro,rcdio,1.0,0.3860878661087866
4466,turon,runto,1.0,0.38603556485355645
4465,turno,runto,1.0,0.38603556485355645
1413,curva,vrcua,1.0,0.385826359832636
339,anoso,naos,0.8,0.385826359832636
3919,sanso,naos,0.8,0.385826359832636
2987,nason,naos,0.8,0.385826359832636
2823,mirza,zrmia,1.0,0.3856171548117155
1411,curto,rcuto,1.0,0.38540794979079496
4463,turco,rcuto,1.0,0.38540794979079496
4432,truco,rcuto,1.0,0.38540794979079496
4640,vodca,vcdao,1.0,0.38540794979079496
822,burio,briuo,1.0,0.3853033472803347
3831,rubio,briuo,1.0,0.3853033472803347
4144,taira,rati,0.8,0.38525104602510457
4265,tiara,rati,0.8,0.38525104602510457
2280,itria,arti,0.8,0.38525104602510457
4406,triar,arti,0.8,0.38525104602510457
4298,tirar,arti,0.8,0.38525104602510457
4306,titar,rati,0.8,0.38525104602510457
960,casco,acos,0.8,0.3851987447698745
92,acaso,acos,0.8,0.3851987447698745
115,acoso,acos,0.8,0.3851987447698745
3101,ocaso,acos,0.8,0.3851987447698745
2429,lanar,rnal,0.8,0.38509414225941424
2640,mable,ebmla,1.0,0.38493723849372385
2860,molla,aoml,0.8,0.38478033472803347
2673,mallo,aoml,0.8,0.38478033472803347
209,alamo,aoml,0.8,0.38478033472803347
275,amalo,aoml,0.8,0.38478033472803347
3360,pesca,espca,1.0,0.38467573221757323
4526,vagon,vgnao,1.0,0.38451882845188284
2415,lacra,racl,0.8,0.3844665271966527
868,calar,racl,0.8,0.3844665271966527
945,carla,racl,0.8,0.3844665271966527
1188,clara,racl,0.8,0.3844665271966527
1394,cuneo,ecuno,1.0,0.3844142259414226
2822,mirto,rmito,1.0,0.3844142259414226
3017,nicol,clino,1.0,0.3844142259414226
3758,ritmo,rmito,1.0,0.3844142259414226
1241,colin,clino,1.0,0.3844142259414226
4675,yedra,eyrda,1.0,0.38436192468619246
1547,drusa,srdua,1.0,0.3842573221757323
4094,sudar,srdua,1.0,0.3842573221757323
2260,inane,enai,0.8,0.3842573221757322
3007,nenia,enai,0.8,0.3842573221757322
3335,pelma,epmla,1.0,0.3842573221757322
4766,zuela,ezlua,1.0,0.38425732217573216
1960,glayo,yglao,1.0,0.384152719665272
766,briza,zbria,1.0,0.38410041841004183
2615,ludia,dliua,1.0,0.3839958158995816
1565,dulia,ldiua,1.0,0.3839958158995816
573,banyo,ybnao,1.0,0.3838389121338912
608,bayon,ybnao,1.0,0.3838389121338912
1795,fleta,eflat,1.0,0.38383891213389115
1690,falte,eflat,1.0,0.38383891213389115
1746,fetal,eflat,1.0,0.38383891213389115
907,canje,ecjna,1.0,0.38378661087866106
2477,leido,edlio,1.0,0.38373430962343097
1471,delio,eldio,1.0,0.38373430962343097
242,alhoz,zlhao,1.0,0.3837343096234309
1155,cieca,eaci,0.8,0.3836297071129707
2212,huero,erhuo,1.0,0.3836297071129707
3705,remar,eram,0.8,0.38347280334728034
1629,ermar,eram,0.8,0.38347280334728034
2707,marea,eram,0.8,0.38347280334728034
2774,merar,eram,0.8,0.38347280334728034
2780,merma,eram,0.8,0.38347280334728034
707,bolla,baol,0.8,0.38326359832635987
903,canez,ezcna,1.0,0.38321129707112966
1679,fajol,fljao,1.0,0.3831066945606695
1030,cenir,ercin,1.0,0.3831066945606695
2637,luteo,eluto,1.0,0.38305439330543933
900,candi,cdina,1.0,0.38294979079497904
4269,tibor,brito,1.0,0.38289748953974895
